molecula,nom,smiles,fallida_pbc,fallida_sbc,fallida_qualsevol,fallida_comuna_pbc_sbc,pes_molecular,atoms_pesants,anells,anells_aromatics,atoms_aromatics,heteroatoms,halogens,donadors_h,acceptors_h,tpsa,enllacos_rotables,logp,es_aromatica,es_halogenada,gran_pes_molecular_gt_200,polar_tpsa_gt_60
mobley_2792521,(2E)-hex-2-enal,CCC/C=C/C=O,False,False,False,False,98.14499999999998,7,0,0,0,1,0,0,1,17.07,3,1.5416,False,False,False,False
mobley_2802855,1-bromobutane,CCCCBr,False,False,False,False,137.01999999999998,5,0,0,0,1,1,0,0,0.0,2,2.1814,False,True,False,False
mobley_282648,naphthalene,c1ccc2ccccc2c1,False,False,False,False,128.17399999999995,10,2,2,10,0,0,0,0,0.0,0,2.839800000000001,True,False,False,False
mobley_2837389,pyrrole,c1cc[nH]c1,False,False,False,False,67.091,5,1,1,5,1,0,1,0,15.79,0,1.0147,True,False,False,False
mobley_2844990,"1,2,3,7-tetrachlorodibenzo-p-dioxin",c1cc2c(cc1Cl)Oc3cc(c(c(c3O2)Cl)Cl)Cl,False,False,False,False,321.97399999999993,18,3,2,12,6,4,0,2,18.46,0,6.1982,True,True,True,False
mobley_2845466,"2,3,7,8-tetrachlorodibenzo-p-dioxin",c1c2c(cc(c1Cl)Cl)Oc3cc(c(cc3O2)Cl)Cl,False,False,False,False,321.97399999999993,18,3,2,12,6,4,0,2,18.46,0,6.1982,True,True,True,False
mobley_2850833,2-hydroxybenzaldehyde,c1ccc(c(c1)C=O)O,False,False,False,False,122.12299999999996,9,1,1,6,2,0,1,2,37.3,1,1.2046999999999997,True,False,False,False
mobley_2859600,styrene,C=Cc1ccccc1,False,False,False,False,104.15199999999997,8,1,1,6,0,0,0,0,0.0,1,2.3296,True,False,False,False
mobley_2864987,pentan-2-ol,CCC[C@@H](C)O,False,False,False,False,88.14999999999999,6,0,0,0,1,0,1,1,20.23,2,1.1673,False,False,False,False
mobley_2881590,isobutyl nitrate,CC(C)CO[N+](=O)[O-],False,False,False,False,119.11999999999999,8,0,0,0,4,0,0,3,52.370000000000005,3,0.8507,False,False,False,False
mobley_2913224,acetylsalicylic acid,CC(=O)Oc1ccccc1C(=O)O,False,False,False,False,180.15899999999996,13,1,1,6,4,0,1,3,63.60000000000001,2,1.3101,True,False,False,True
mobley_2923700,4-ethylphenol,CCc1ccc(cc1)O,False,False,False,False,122.16699999999996,9,1,1,6,1,0,1,1,20.23,1,1.9545999999999997,True,False,False,False
mobley_2925352,p-cresol,Cc1ccc(cc1)O,False,False,False,False,108.13999999999999,8,1,1,6,1,0,1,1,20.23,0,1.7006199999999996,True,False,False,False
mobley_2929847,3-methylbutanoic acid,CC(C)CC(=O)O,False,False,False,False,102.13299999999998,7,0,0,0,2,0,1,1,37.3,2,1.1171,False,False,False,False
mobley_2958326,N-propylpropan-1-amine,CCCNCCC,False,False,False,False,101.193,7,0,0,0,1,0,1,1,12.03,4,1.396,False,False,False,False
mobley_2960202,"1,2,3,4,7,8-hexachlorodibenzo-p-dioxin",c1c2c(cc(c1Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,False,False,False,False,390.8639999999999,20,3,2,12,8,6,0,2,18.46,0,7.504999999999999,True,True,True,False
mobley_296847,pyridine,c1ccncc1,False,False,False,False,79.10199999999998,6,1,1,6,1,0,0,1,12.89,0,1.0816,True,False,False,False
mobley_2972345,"9,10-dihydroanthracene",c1ccc2c(c1)Cc3ccccc3C2,True,False,True,False,180.24999999999997,14,3,2,12,0,0,0,0,0.0,0,3.1816000000000013,True,False,False,False
mobley_2972906,thiophene,c1ccsc1,False,False,False,False,84.14299999999999,5,1,1,5,1,0,0,1,0.0,0,1.7480999999999998,True,False,False,False
mobley_299266,2-methylprop-1-ene,CC(=C)C,False,False,False,False,56.108000000000004,4,0,0,0,0,0,0,0,0.0,0,1.5824,False,False,False,False
mobley_2996632,chloroform,C(Cl)(Cl)Cl,False,False,False,False,119.37800000000001,4,0,0,0,3,3,0,0,0.0,0,1.9864,False,True,False,False
mobley_3006808,"2,2,2-trifluoroethanol",C(C(F)(F)F)O,False,False,False,False,100.039,6,0,0,0,4,3,1,1,20.23,0,0.5410000000000001,False,True,False,False
mobley_303222,prop-1-ene,CC=C,False,False,False,False,42.080999999999996,3,0,0,0,0,0,0,0,0.0,0,1.1923000000000001,False,False,False,False
mobley_3034976,acetic acid,CC(=O)O,False,False,False,False,60.05200000000001,4,0,0,0,2,0,1,1,37.3,0,0.09089999999999993,False,False,False,False
mobley_3040612,1-ethyl-2-methylbenzene,CCc1ccccc1C,True,False,True,False,120.19499999999996,9,1,1,6,0,0,0,0,0.0,1,2.5574200000000005,True,False,False,False
mobley_3047364,"2-N-ethyl-6-(methylsulfanyl)-4-N-(propan-2-yl)-1,3,5-triazine-2,4-diamine",CCNc1nc(nc(n1)SC)NC(C)C,False,True,True,False,227.33700000000002,15,1,1,6,6,0,2,6,62.730000000000004,5,1.8455999999999997,True,False,True,True
mobley_3053621,benzene,c1ccccc1,False,False,False,False,78.11399999999999,6,1,1,6,0,0,0,0,0.0,0,1.6866,True,False,False,False
mobley_3060426,"2,2,5-trimethylhexane",CC(C)CCC(C)(C)C,False,False,False,False,128.259,9,0,0,0,0,0,0,0,0.0,2,3.468700000000003,False,False,False,False
mobley_3083321,dimethoxymethane,COCOC,False,False,False,False,76.095,5,0,0,0,2,0,0,2,18.46,2,0.23670000000000002,False,False,False,False
mobley_3105103,terbacil,Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl,False,False,False,False,216.66799999999998,14,1,1,6,5,1,1,3,54.86,0,1.2534199999999995,True,True,True,False
mobley_313406,propan-1-ol,CCCO,False,False,False,False,60.096,4,0,0,0,1,0,1,1,20.23,1,0.3887,False,False,False,False
mobley_3144334,"2,5-dimethylphenol",Cc1ccc(c(c1)O)C,False,False,False,False,122.16699999999999,9,1,1,6,1,0,1,1,20.23,0,2.0090399999999997,True,False,False,False
mobley_3151666,decan-1-ol,CCCCCCCCCCO,False,False,False,False,158.285,11,0,0,0,1,0,1,1,20.23,8,3.119400000000002,False,False,False,False
mobley_3167746,octane,CCCCCCCC,False,False,False,False,114.232,8,0,0,0,0,0,0,0,0.0,5,3.3668000000000022,False,False,False,False
mobley_3169935,2-chloroaniline,c1ccc(c(c1)N)Cl,False,True,True,False,127.574,8,1,1,6,2,1,1,1,26.02,0,1.9222,True,True,False,False
mobley_3183805,"1,2,4-trimethylbenzene",Cc1ccc(c(c1)C)C,True,False,True,False,120.195,9,1,1,6,0,0,0,0,0.0,0,2.611860000000001,True,False,False,False
mobley_3187514,2-methylaniline,Cc1ccccc1N,False,True,True,False,107.156,8,1,1,6,1,0,1,1,26.02,0,1.57722,True,False,False,False
mobley_3201701,pirimor,Cc1c(nc(nc1OC(=O)N(C)C)N(C)C)C,True,False,True,False,238.291,17,1,1,6,6,0,0,5,58.56000000000001,2,1.2198399999999998,True,False,True,False
mobley_3210206,"1,2-dinitroxypropane",C[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],False,False,False,False,166.08899999999997,11,0,0,0,8,0,0,6,104.74000000000001,5,-0.20850000000000013,False,False,False,True
mobley_3211679,cyclohexene,C1CCC=CC1,False,False,False,False,82.146,6,1,0,0,0,0,0,0,0.0,0,2.1166,False,False,False,False
mobley_3234716,p-xylene,Cc1ccc(cc1)C,False,False,False,False,106.16799999999999,8,1,1,6,0,0,0,0,0.0,0,2.30344,True,False,False,False
mobley_3259411,glycerol,C(C(CO)O)O,False,False,False,False,92.09399999999998,6,0,0,0,3,0,3,3,60.69,2,-1.6681000000000001,False,False,False,True
mobley_3264884,naphthalen-2-amine,c1ccc2cc(ccc2c1)N,True,True,True,True,143.18899999999994,11,2,2,10,1,0,1,1,26.02,0,2.4219999999999997,True,False,False,False
mobley_3265457,2-chlorosyringaldehyde,COc1cc(c(c(c1O)OC)Cl)C=O,False,False,False,False,216.61999999999998,14,1,1,6,5,1,1,4,55.76,3,1.8752999999999997,True,True,True,False
mobley_3266352,"N-methyl-N-(2,2,2-trifluoroethyl)aniline",CN(CC(F)(F)F)c1ccccc1,False,False,False,False,189.18000000000004,13,1,1,6,4,3,0,1,3.24,2,2.685100000000001,True,True,False,False
mobley_3269565,2-methoxypropane,CC(C)OC,False,False,False,False,74.123,5,0,0,0,1,0,0,1,9.23,1,1.0412,False,False,False,False
mobley_3269819,"1,2,3,4-tetrachloro-5-(3,4,5-trichlorophenyl)benzene",c1c(cc(c(c1Cl)Cl)Cl)c2cc(c(c(c2Cl)Cl)Cl)Cl,False,False,False,False,395.3269999999999,19,2,2,12,7,7,0,0,0.0,1,7.9274000000000004,True,True,True,False
mobley_3274817,"2-[(1R)-1-methylpropyl]-4,6-dinitro-phenolate",CC[C@@H](C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],False,False,False,False,240.21499999999997,17,1,1,6,7,0,1,5,106.51000000000002,4,2.7221000000000024,True,False,True,True
mobley_3318135,nonan-5-one,CCCCC(=O)CCCC,False,False,False,False,142.242,10,0,0,0,1,0,0,1,17.07,6,2.935900000000001,False,False,False,False
mobley_3323117,sulfolane,C1CC[S+2](C1)([O-])[O-],False,False,False,False,120.17299999999999,7,1,0,0,3,0,0,2,46.12,0,0.19500000000000006,False,False,False,False
mobley_3325209,trimethoxymethylbenzene,COC(c1ccccc1)(OC)OC,False,False,False,False,182.21899999999994,13,1,1,6,3,0,0,3,27.69,4,1.7360999999999998,True,False,False,False
mobley_3359593,4-propylguaiacol,CCCc1ccc(c(c1)OC)O,False,False,False,False,166.21999999999997,12,1,1,6,2,0,1,2,29.46,3,2.3533000000000004,True,False,False,False
mobley_3370989,"1,1-difluoroethane",CC(F)F,False,False,False,False,66.05,4,0,0,0,2,2,0,0,0.0,0,1.2714,False,True,False,False
mobley_337666,5-fluorouracil,c1c(c(=O)[nH]c(=O)[nH]1)F,False,False,False,False,130.07799999999997,9,1,1,6,5,1,2,2,65.72,0,-0.7977000000000001,True,True,False,True
mobley_3378420,nonan-1-ol,CCCCCCCCCO,False,False,False,False,144.258,10,0,0,0,1,0,1,1,20.23,7,2.7293000000000016,False,False,False,False
mobley_3395921,tetrahydropyran,C1CCOCC1,False,False,False,False,86.134,6,1,0,0,1,0,0,1,9.23,0,1.1869,False,False,False,False
mobley_3398536,iodobenzene,c1ccc(cc1)I,False,False,False,False,204.01,7,1,1,6,1,1,0,0,0.0,0,2.291200000000001,True,True,True,False
mobley_3414356,2-methylpentan-2-ol,CCCC(C)(C)O,False,False,False,False,102.17699999999998,7,0,0,0,1,0,1,1,20.23,2,1.5574,False,False,False,False
mobley_3425174,chloro-fluoro-methane,C(F)Cl,False,False,False,False,68.47800000000001,3,0,0,0,2,2,0,0,0.0,0,1.1522,False,True,False,False
mobley_3452749,"1,2,3-trimethylbenzene",Cc1cccc(c1C)C,False,False,False,False,120.195,9,1,1,6,0,0,0,0,0.0,0,2.611860000000001,True,False,False,False
mobley_349850,1-(p-tolyl)ethanone,Cc1ccc(cc1)C(=O)C,False,False,False,False,134.178,10,1,1,6,1,0,0,1,17.07,1,2.1976199999999997,True,False,False,False
mobley_3515580,2-methoxyphenol,COc1ccccc1O,False,False,False,False,124.13899999999997,9,1,1,6,2,0,1,2,29.46,1,1.4008,True,False,False,False
mobley_352111,2-acetoxyethyl acetate,CC(=O)OCCOC(=O)C,True,False,True,False,146.142,10,0,0,0,4,0,0,4,52.6,3,0.11260000000000003,False,False,False,False
mobley_3525176,pentylbenzene,CCCCCc1ccccc1,False,False,False,False,148.249,11,1,1,6,0,0,0,0,0.0,4,3.4193000000000024,True,False,False,False
mobley_3546460,hexan-1-ol,CCCCCCO,False,False,False,False,102.17699999999999,7,0,0,0,1,0,1,1,20.23,4,1.559,False,False,False,False
mobley_3572203,pentyl propanoate,CCCCCOC(=O)CC,False,False,False,False,144.21399999999997,10,0,0,0,2,0,0,2,26.3,5,2.1298000000000004,False,False,False,False
mobley_3573480,heptan-2-one,CCCCCC(=O)C,False,False,False,False,114.18799999999999,8,0,0,0,1,0,0,1,17.07,4,2.1557000000000004,False,False,False,False
mobley_3589456,"2-chloro-1,1,1-trimethoxy-ethane",COC(CCl)(OC)OC,True,True,True,True,154.593,9,0,0,0,4,1,0,3,27.69,4,0.8182,False,True,False,False
mobley_36119,octan-1-ol,CCCCCCCCO,False,False,False,False,130.23100000000002,9,0,0,0,1,0,1,1,20.23,6,2.3392000000000013,False,False,False,False
mobley_3639400,1-chlorobutane,CCCCCl,False,False,False,False,92.56899999999999,5,0,0,0,1,1,0,0,0.0,2,2.0253,False,True,False,False
mobley_3663158,naphthalen-2-ol,c1ccc2cc(ccc2c1)O,False,False,False,False,144.17299999999997,11,2,2,10,1,0,1,1,20.23,0,2.545400000000001,True,False,False,False
mobley_3682850,cyclohexanone,C1CCC(=O)CC1,False,False,False,False,98.145,7,1,0,0,1,0,0,1,17.07,0,1.5196,False,False,False,False
mobley_3686115,"1,1-diethoxyethane",CCOC(C)OCC,False,False,False,False,118.176,8,0,0,0,2,0,0,2,18.46,4,1.4054,False,False,False,False
mobley_3690931,propyl butanoate,CCCC(=O)OCCC,False,False,False,False,130.18699999999998,9,0,0,0,2,0,0,2,26.3,4,1.7397,False,False,False,False
mobley_3709920,non-1-ene,CCCCCCCC=C,False,False,False,False,126.243,9,0,0,0,0,0,0,0,0.0,6,3.5329000000000024,False,False,False,False
mobley_3715043,"1,4-dimethylnaphthalene",Cc1ccc(c2c1cccc2)C,False,False,False,False,156.22799999999998,12,2,2,10,0,0,0,0,0.0,0,3.456640000000002,True,False,False,False
mobley_3727287,quinone,C1=CC(=O)C=CC1=O,False,False,False,False,108.09599999999998,8,1,0,0,2,0,0,2,34.14,0,0.25059999999999993,False,False,False,False
mobley_3738859,1-bromo-pentane,CCCCCBr,False,False,False,False,151.047,6,0,0,0,1,1,0,0,0.0,3,2.5715000000000012,False,True,False,False
mobley_3746675,isopropenylbenzene,CC(=C)c1ccccc1,False,False,False,False,118.17899999999996,9,1,1,6,0,0,0,0,0.0,1,2.7197000000000005,True,False,False,False
mobley_3761215,"1,1,1-trichloroethane",CC(Cl)(Cl)Cl,False,False,False,False,133.405,5,0,0,0,3,3,0,0,0.0,0,2.376500000000001,False,True,False,False
mobley_3762186,dichloromethane,C(Cl)Cl,False,False,False,False,84.933,3,0,0,0,2,2,0,0,0.0,0,1.4215,False,True,False,False
mobley_3775790,1-methylpyrrole,Cn1cccc1,False,False,False,False,81.118,6,1,1,5,1,0,0,1,4.93,0,1.0251,True,False,False,False
mobley_3777264,3-nitroaniline,c1cc(cc(c1)[N+](=O)[O-])N,False,True,True,False,138.12599999999998,10,1,1,6,4,0,1,3,69.16,1,1.1769999999999998,True,False,False,True
mobley_3802803,hexyl nitrate,CCCCCCON([O-])[O-],False,False,False,False,147.174,10,0,0,0,4,0,0,4,58.59,6,1.7959,False,False,False,False
mobley_3843583,naphthalen-1-amine,c1ccc2c(c1)cccc2N,True,True,True,True,143.18899999999994,11,2,2,10,1,0,1,1,26.02,0,2.4219999999999993,True,False,False,False
mobley_3867265,acetone,CC(=O)C,False,False,False,False,58.08,4,0,0,0,1,0,0,1,17.07,0,0.5952999999999999,False,False,False,False
mobley_3968043,cyclopentanone,C1CCC(=O)C1,False,False,False,False,84.118,6,1,0,0,1,0,0,1,17.07,0,1.1295,False,False,False,False
mobley_3968739,methyl benzoate,COC(=O)c1ccccc1,False,False,False,False,136.14999999999998,10,1,1,6,2,0,0,2,26.3,1,1.4732,True,False,False,False
mobley_3969312,benzaldehyde,c1ccc(cc1)C=O,False,False,False,False,106.12399999999997,8,1,1,6,1,0,0,1,17.07,1,1.4990999999999999,True,False,False,False
mobley_397645,ethyl benzoate,CCOC(=O)c1ccccc1,False,False,False,False,150.177,11,1,1,6,2,0,0,2,26.3,2,1.8633,True,False,False,False
mobley_3976574,"1,2,3,4,7-pentachlorodibenzo-p-dioxin",c1cc2c(cc1Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,False,False,False,False,356.419,19,3,2,12,7,5,0,2,18.46,0,6.8515999999999995,True,True,True,False
mobley_3980099,"1,2,3-trichlorobenzene",c1cc(c(c(c1)Cl)Cl)Cl,False,False,False,False,181.44899999999998,9,1,1,6,3,3,0,0,0.0,0,3.6468000000000007,True,True,False,False
mobley_3982371,methyl acetate,CC(=O)OC,False,False,False,False,74.07900000000001,5,0,0,0,2,0,0,2,26.3,0,0.17930000000000001,False,False,False,False
mobley_3999471,"1,1-dichloroethane",CC(Cl)Cl,False,False,False,False,98.96000000000001,4,0,0,0,2,2,0,0,0.0,0,1.81,False,True,False,False
mobley_4013838,"2,4-dimethylpentan-3-one",CC(C)C(=O)C(C)C,False,False,False,False,114.18799999999997,8,0,0,0,1,0,0,1,17.07,2,1.8675,False,False,False,False
mobley_4035953,o-cresol,Cc1ccccc1O,False,False,False,False,108.13999999999999,8,1,1,6,1,0,1,1,20.23,0,1.70062,True,False,False,False
mobley_4039055,5-bromouracil,c1c(c(=O)[nH]c(=O)[nH]1)Br,False,False,False,False,190.98399999999998,9,1,1,6,5,1,2,2,65.72,0,-0.17430000000000012,True,True,False,True
mobley_4043951,pent-1-ene,CCCC=C,False,False,False,False,70.135,5,0,0,0,0,0,0,0,0.0,2,1.9725,False,False,False,False
mobley_4043987,2-methylhexane,CCCCC(C)C,False,False,False,False,100.20499999999998,7,0,0,0,0,0,0,0,0.0,3,2.832600000000001,False,False,False,False
mobley_4059279,"1,4-dimethylpiperazine",CN1CCN(CC1)C,False,False,False,False,114.192,8,1,0,0,2,0,0,2,6.48,0,-0.13640000000000008,False,False,False,False
mobley_4149784,"2,7-dichlorodibenzo-p-dioxin",c1cc2c(cc1Cl)Oc3ccc(cc3O2)Cl,False,False,False,False,253.084,16,3,2,12,4,2,0,2,18.46,0,4.891400000000001,True,True,True,False
mobley_4177472,"2,3,4-trimethylpentane",CC(C)C(C)C(C)C,False,False,False,False,114.23199999999999,8,0,0,0,0,0,0,0,0.0,2,2.9345000000000017,False,False,False,False
mobley_4188615,"N,N-dimethylbenzamide",CN(C)C(=O)c1ccccc1,False,False,False,False,149.19299999999998,11,1,1,6,2,0,0,1,20.310000000000002,1,1.3884,True,False,False,False
mobley_4193752,nitrobenzene,c1ccc(cc1)[N+](=O)[O-],False,False,False,False,123.11099999999998,9,1,1,6,3,0,0,2,43.14,1,1.5947999999999998,True,False,False,False
mobley_4218209,4-methoxyaniline,COc1ccc(cc1)N,True,False,True,False,123.15499999999999,9,1,1,6,2,0,1,2,35.25,1,1.2773999999999999,True,False,False,False
mobley_4219614,"1,2,3,4-tetrachlorobenzene",c1cc(c(c(c1Cl)Cl)Cl)Cl,False,False,False,False,215.894,10,1,1,6,4,4,0,0,0.0,0,4.3002,True,True,True,False
mobley_4252724,isobutylbenzene,CC(C)Cc1ccccc1,False,False,False,False,134.22199999999998,10,1,1,6,0,0,0,0,0.0,2,2.8851000000000013,True,False,False,False
mobley_4287564,2-methylpyridine,Cc1ccccn1,False,False,False,False,93.129,7,1,1,6,1,0,0,1,12.89,0,1.39002,True,False,False,False
mobley_4291494,2-chloropyridine,c1ccnc(c1)Cl,False,False,False,False,113.54699999999998,7,1,1,6,2,1,0,1,12.89,0,1.7349999999999999,True,True,False,False
mobley_430089,pent-1-yne,CCCC#C,False,False,False,False,68.11899999999999,5,0,0,0,0,0,0,0,0.0,1,1.4197,False,False,False,False
mobley_4305650,propanenitrile,CCC#N,False,False,False,False,55.07999999999999,4,0,0,0,1,0,0,1,23.79,0,0.91998,False,False,False,False
mobley_4338603,6-chlorouracil,c1c(=O)[nH]c(=O)[nH]c1Cl,False,False,False,False,146.533,9,1,1,6,5,1,2,2,65.72,0,-0.2834000000000002,True,True,False,True
mobley_4364398,iodomethane,CI,False,False,False,False,141.939,2,0,0,0,1,1,0,0,0.0,0,1.0512000000000001,False,True,False,False
mobley_4371692,"1-amino-4-hydroxy-9,10-anthracenedione",c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)O)N,False,True,True,False,239.22999999999996,18,3,2,12,4,0,2,4,80.39,0,1.7497999999999998,True,False,True,True
mobley_4375719,nonane,CCCCCCCCC,False,False,False,False,128.259,9,0,0,0,0,0,0,0,0.0,6,3.7569000000000026,False,False,False,False
mobley_4395315,4-chloro-3-methyl-phenol,Cc1cc(ccc1Cl)O,False,False,False,False,142.585,9,1,1,6,2,1,1,1,20.23,0,2.3540200000000016,True,True,False,False
mobley_4434915,chloromethane,CCl,False,False,False,False,50.488,2,0,0,0,1,1,0,0,0.0,0,0.855,False,True,False,False
mobley_4463913,1-acetoxyethyl acetate,CC(OC(=O)C)OC(=O)C,False,False,False,False,146.14199999999997,10,0,0,0,4,0,0,4,52.6,2,0.4586,False,False,False,False
mobley_4465023,"(Z)-1,2-dichloroethylene",C(=C\Cl)\Cl,False,False,False,False,96.944,4,0,0,0,2,2,0,0,0.0,0,1.9352,False,True,False,False
mobley_4479135,"1,1-diphenylethene",C=C(c1ccccc1)c2ccccc2,False,False,False,False,180.24999999999997,14,2,2,12,0,0,0,0,0.0,2,3.7481000000000018,True,False,False,False
mobley_4483973,fluorobenzene,c1ccc(cc1)F,False,False,False,False,96.10399999999998,7,1,1,6,1,1,0,0,0.0,0,1.8257,True,True,False,False
mobley_4494568,1-bromo-4-methyl-benzene,Cc1ccc(cc1)Br,False,False,False,False,171.03699999999998,8,1,1,6,1,1,0,0,0.0,0,2.7575200000000013,True,True,False,False
mobley_4506634,"2-bromo-2-chloro-1,1,1-trifluoro-ethane",[C@@H](C(F)(F)F)(Cl)Br,False,False,False,False,197.381,7,0,0,0,5,5,0,0,0.0,0,2.5084999999999997,False,True,False,False
mobley_4553008,"1,4-dichlorobenzene",c1cc(ccc1Cl)Cl,False,False,False,False,147.004,8,1,1,6,2,2,0,0,0.0,0,2.9934000000000003,True,True,False,False
mobley_4561957,"2,3-dimethylbutane",CC(C)C(C)C,False,False,False,False,86.178,6,0,0,0,0,0,0,0,0.0,1,2.2984,False,False,False,False
mobley_4584540,"2,6-dimethylpyridine",Cc1cccc(n1)C,False,False,False,False,107.156,8,1,1,6,1,0,0,1,12.89,0,1.69844,True,False,False,False
mobley_4587267,"(2R,3R,4R,5R)-Hexan-1,2,3,4,5,6-hexol",C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,True,False,True,False,182.172,12,0,0,0,6,0,6,6,121.38000000000001,5,-3.585399999999998,False,False,False,True
mobley_4603202,1-chloro-2-(2-chloroethoxy)ethane,C(CCl)OCCCl,False,False,False,False,143.013,7,0,0,0,3,2,0,1,9.23,4,1.4806000000000001,False,True,False,False
mobley_4609460,ethyl paraben,CCOC(=O)c1ccc(cc1)O,False,False,False,False,166.176,12,1,1,6,3,0,1,3,46.53,2,1.5688999999999997,True,False,False,False
mobley_4613090,1-benzylimidazole,c1ccc(cc1)Cn2ccnc2,False,False,False,False,158.204,12,2,2,11,2,0,0,2,17.82,2,1.9313999999999998,True,False,False,False
mobley_4620651,methyl cyclopropanecarboxylate,COC(=O)C1CC1,False,False,False,False,100.117,7,1,0,0,2,0,0,2,26.3,1,0.5693999999999999,False,False,False,False
mobley_4630641,"1,2-dimethoxyethane",COCCOC,False,False,False,False,90.122,6,0,0,0,2,0,0,2,18.46,3,0.2792,False,False,False,False
mobley_4639255,ethylene glycol,C(CO)O,False,False,False,False,62.068000000000005,4,0,0,0,2,0,2,2,40.46,1,-1.029,False,False,False,False
mobley_4678740,m-bis(trifluoromethyl)benzene,c1cc(cc(c1)C(F)(F)F)C(F)(F)F,True,False,True,False,214.10799999999995,14,1,1,6,6,6,0,0,0.0,0,3.7242000000000006,True,True,True,False
mobley_4683624,4-propylphenol,CCCc1ccc(cc1)O,False,False,False,False,136.19399999999996,10,1,1,6,1,0,1,1,20.23,2,2.344700000000001,True,False,False,False
mobley_4687447,2-propoxyethanol,CCCOCCO,False,False,False,False,104.14899999999999,7,0,0,0,2,0,1,2,29.46,4,0.40530000000000005,False,False,False,False
mobley_468867,heptachlor,C1=C[C@@H]([C@@H]2[C@H]1[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,False,False,False,False,373.3209999999999,17,3,0,0,7,7,0,0,0.0,0,5.2415,False,True,True,False
mobley_4689084,2-acetoxyethyl acetate,CC(=O)OCCOC(=O)C,False,False,False,False,146.142,10,0,0,0,4,0,0,4,52.6,3,0.11260000000000003,False,False,False,False
mobley_4690963,"1,2-diethoxyethane",CCOCCOCC,False,False,False,False,118.176,8,0,0,0,2,0,0,2,18.46,5,1.0594000000000001,False,False,False,False
mobley_4694328,octanal,CCCCCCCC=O,False,False,False,False,128.215,9,0,0,0,1,0,0,1,17.07,6,2.5458000000000007,False,False,False,False
mobley_4699732,"1,2-dichloropropane",C[C@@H](CCl)Cl,False,True,True,False,112.987,5,0,0,0,2,2,0,0,0.0,1,1.8525,False,True,False,False
mobley_4715906,"1,2-dimethylcyclohexane",C[C@@H]1CCCC[C@@H]1C,False,False,False,False,112.216,8,1,0,0,0,0,0,0,0.0,0,2.832600000000001,False,False,False,False
mobley_4759887,1-iodoheptane,CCCCCCCI,False,False,False,False,226.101,8,0,0,0,1,1,0,0,0.0,5,3.3918000000000026,False,True,True,False
mobley_4762983,hept-1-ene,CCCCCC=C,False,False,False,False,98.189,7,0,0,0,0,0,0,0,0.0,4,2.752700000000001,False,False,False,False
mobley_4780078,"2,4-dimethylphenol",Cc1ccc(c(c1)C)O,False,True,True,False,122.16699999999999,9,1,1,6,1,0,1,1,20.23,0,2.00904,True,False,False,False
mobley_4792268,pentanoic acid,CCCCC(=O)O,False,False,False,False,102.13299999999998,7,0,0,0,2,0,1,1,37.3,3,1.2612,False,False,False,False
mobley_4845722,hexachlorobenzene,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,False,False,False,False,284.784,12,1,1,6,6,6,0,0,0.0,0,5.606999999999999,True,True,True,False
mobley_4850657,methanesulfonyl chloride,CS(=O)(=O)Cl,False,False,False,False,114.55300000000001,5,0,0,0,4,1,0,2,34.14,0,0.18480000000000008,False,True,False,False
mobley_486214,"2,6-dimethoxyphenol",COc1cccc(c1O)OC,False,False,False,False,154.16499999999996,11,1,1,6,3,0,1,3,38.69,2,1.4093999999999998,True,False,False,False
mobley_4883284,aniline,c1ccc(cc1)N,True,True,True,True,93.12899999999999,7,1,1,6,1,0,1,1,26.02,0,1.2687999999999997,True,False,False,False
mobley_4884177,3-ethylpyridine,CCc1cccnc1,False,False,False,False,107.15599999999998,8,1,1,6,1,0,0,1,12.89,1,1.644,True,False,False,False
mobley_4893032,pentanenitrile,CCCCC#N,False,False,False,False,83.134,6,0,0,0,1,0,0,1,23.79,2,1.70018,False,False,False,False
mobley_4924862,isopentyl formate,CC(C)CCOC=O,False,False,False,False,116.15999999999998,8,0,0,0,2,0,0,2,26.3,4,1.2055,False,False,False,False
mobley_49274,hept-1-yne,CCCCCC#C,False,False,False,False,96.17299999999999,7,0,0,0,0,0,0,0,0.0,3,2.1999000000000004,False,False,False,False
mobley_4934872,diethoxymethoxybenzene,CCOC(OCC)Oc1ccccc1,False,False,False,False,196.24600000000004,14,1,1,6,3,0,0,3,27.69,6,2.4220000000000006,True,False,False,False
mobley_4936555,"2-(2,3-dimethylphenyl)aminobenzoic acid",Cc1cccc(c1C)Nc2ccccc2C(=O)O,False,True,True,False,241.29000000000002,18,2,2,12,3,0,2,2,49.33,3,3.7452400000000017,True,False,True,False
mobley_4964807,nitroxyacetone,CC(=O)CO[N+](=O)[O-],False,False,False,False,119.076,8,0,0,0,5,0,0,4,69.44,3,-0.21630000000000005,False,False,False,True
